tenure_months,monthly_charges,total_tickets,contract_type,payment_method,churn
21,36.46,4,one-year,electronic_check,1
5,26.39,5,one-year,bank_transfer,1
42,51.74,1,month-to-month,bank_transfer,0
61,42.03,2,month-to-month,bank_transfer,1
22,71.53,0,month-to-month,credit_card,1
21,30.24,0,two-year,electronic_check,0
70,95.18,0,month-to-month,credit_card,1
1,110.62,0,one-year,electronic_check,1
5,94.34,1,month-to-month,credit_card,1
12,73.28,0,month-to-month,electronic_check,1
46,106.07,0,month-to-month,credit_card,1
34,89.49,2,month-to-month,bank_transfer,1
49,21.06,2,month-to-month,electronic_check,0
45,59.41,1,one-year,bank_transfer,1
27,105.1,1,month-to-month,credit_card,1
26,54.59,1,one-year,electronic_check,0
47,23.52,2,month-to-month,electronic_check,1
56,94.62,1,two-year,bank_transfer,0
63,100.2,1,two-year,electronic_check,0
48,36.06,0,month-to-month,credit_card,0
61,73.73,2,two-year,electronic_check,0
26,39.2,0,month-to-month,bank_transfer,0
36,91.92,1,one-year,electronic_check,1
1,47.16,1,month-to-month,electronic_check,1
8,51.62,1,month-to-month,electronic_check,1
52,104.5,0,month-to-month,bank_transfer,0
47,67.63,1,month-to-month,bank_transfer,0
56,86.98,2,one-year,electronic_check,0
14,60.24,1,one-year,credit_card,1
28,49.8,4,month-to-month,bank_transfer,1
2,82.55,1,two-year,electronic_check,0
26,35.49,1,two-year,electronic_check,0
14,57.3,3,two-year,electronic_check,1
59,40.9,3,two-year,electronic_check,0
56,89.58,1,month-to-month,bank_transfer,1
7,114.42,1,month-to-month,credit_card,1
3,119.55,0,month-to-month,credit_card,1
23,65.03,2,two-year,credit_card,0
18,45.25,0,month-to-month,electronic_check,1
38,64.28,2,month-to-month,electronic_check,1
15,104.73,0,month-to-month,credit_card,0
64,40.6,0,month-to-month,bank_transfer,1
28,115.21,2,month-to-month,electronic_check,1
39,54.19,1,one-year,electronic_check,0
57,118.58,2,month-to-month,bank_transfer,1
17,103.86,2,one-year,bank_transfer,1
44,100.86,2,two-year,credit_card,1
25,51.79,3,one-year,electronic_check,1
17,20.88,1,month-to-month,electronic_check,0
13,58.21,2,two-year,bank_transfer,1
25,50.18,2,one-year,electronic_check,1
68,23.74,1,month-to-month,bank_transfer,0
10,70.54,2,one-year,bank_transfer,0
67,60.3,1,one-year,electronic_check,0
18,83.46,3,month-to-month,bank_transfer,1
34,82.12,2,month-to-month,electronic_check,0
8,32.07,2,one-year,bank_transfer,0
40,117.7,2,one-year,bank_transfer,1
42,38.69,1,month-to-month,electronic_check,1
41,64.53,0,one-year,bank_transfer,0
6,68.81,1,month-to-month,electronic_check,1
52,101.31,4,one-year,electronic_check,0
26,29.92,1,month-to-month,electronic_check,1
64,62.86,1,month-to-month,electronic_check,1
59,82.85,1,two-year,credit_card,0
56,41.52,0,one-year,electronic_check,0
59,82.75,0,month-to-month,bank_transfer,0
70,112.37,3,month-to-month,credit_card,0
33,119.75,0,one-year,electronic_check,1
53,23.25,1,two-year,electronic_check,0
22,43.56,1,one-year,electronic_check,0
21,51.03,2,month-to-month,electronic_check,1
70,59.91,1,two-year,electronic_check,0
70,44.23,2,one-year,credit_card,0
4,40.35,1,month-to-month,electronic_check,1
62,115.46,0,one-year,bank_transfer,1
62,111.85,0,month-to-month,electronic_check,1
24,24.7,2,one-year,electronic_check,1
55,53.88,3,month-to-month,electronic_check,1
9,60.51,2,month-to-month,electronic_check,1
3,43.9,0,month-to-month,electronic_check,1
31,82.89,0,month-to-month,bank_transfer,1
40,84.04,3,month-to-month,bank_transfer,1
36,105.05,3,one-year,electronic_check,1
24,94.09,1,month-to-month,credit_card,1
6,74.26,2,one-year,electronic_check,1
66,85.36,1,one-year,electronic_check,0
4,47.4,1,one-year,credit_card,0
6,79.31,2,month-to-month,credit_card,0
51,68.92,2,month-to-month,credit_card,0
62,33.33,4,month-to-month,electronic_check,1
57,44.25,3,two-year,credit_card,0
66,49.17,2,month-to-month,bank_transfer,1
8,112.43,1,one-year,bank_transfer,1
26,43.04,3,one-year,credit_card,1
51,48.92,0,month-to-month,credit_card,0
45,56.94,3,one-year,bank_transfer,1
44,86.37,1,month-to-month,credit_card,0
5,31.82,0,two-year,electronic_check,0
70,115.39,2,month-to-month,bank_transfer,1
26,106.56,1,month-to-month,electronic_check,1
68,77.72,0,month-to-month,credit_card,0
19,87.4,0,two-year,bank_transfer,0
20,21.67,1,two-year,credit_card,1
12,53.89,1,month-to-month,bank_transfer,1
47,99.57,1,month-to-month,credit_card,1
1,27.75,3,month-to-month,electronic_check,1
14,48.23,1,one-year,bank_transfer,0
64,78.53,0,month-to-month,credit_card,1
38,45.64,2,one-year,electronic_check,1
37,113.4,3,month-to-month,electronic_check,1
11,33.11,1,one-year,bank_transfer,0
3,99.74,3,month-to-month,electronic_check,1
33,70.79,1,one-year,electronic_check,1
6,95.03,3,one-year,electronic_check,1
50,51.07,1,month-to-month,electronic_check,0
10,71.45,4,one-year,credit_card,0
5,105.68,2,one-year,credit_card,1
23,66.69,2,month-to-month,credit_card,1
10,55.97,3,month-to-month,electronic_check,1
44,73.62,1,one-year,credit_card,1
2,91.74,1,two-year,bank_transfer,1
13,64.36,1,two-year,credit_card,1
40,113.89,3,one-year,bank_transfer,1
2,49.49,1,month-to-month,electronic_check,1
65,67.55,1,month-to-month,bank_transfer,0
63,95.69,4,month-to-month,bank_transfer,1
17,88.91,1,month-to-month,credit_card,1
9,106.36,0,month-to-month,credit_card,1
15,119.68,2,month-to-month,electronic_check,1
24,62.69,2,two-year,credit_card,1
38,31.12,3,two-year,bank_transfer,0
35,23.04,1,two-year,electronic_check,0
49,92.69,2,month-to-month,bank_transfer,1
69,107.4,1,two-year,electronic_check,0
62,42.07,1,month-to-month,electronic_check,1
60,35.84,1,month-to-month,electronic_check,0
50,26.22,1,one-year,electronic_check,0
9,102.27,2,month-to-month,electronic_check,1
34,51.14,2,two-year,credit_card,0
35,60.17,1,month-to-month,electronic_check,1
1,70.28,2,month-to-month,bank_transfer,1
40,103.95,3,month-to-month,bank_transfer,1
64,85.08,0,two-year,electronic_check,0
22,81.51,1,month-to-month,credit_card,1
60,37.57,0,one-year,bank_transfer,0
64,71.32,3,one-year,credit_card,0
11,91.54,5,one-year,bank_transfer,1
14,117.33,0,month-to-month,credit_card,1
60,40.14,2,month-to-month,credit_card,1
30,20.95,0,one-year,electronic_check,1
35,27.53,3,two-year,bank_transfer,0
37,57.59,2,two-year,bank_transfer,0
5,102.05,0,month-to-month,credit_card,1
26,20.71,3,month-to-month,electronic_check,0
62,65.67,0,month-to-month,bank_transfer,1
4,52.92,2,one-year,electronic_check,1
42,25.25,0,month-to-month,credit_card,0
18,65.02,4,one-year,bank_transfer,0
40,45.47,3,two-year,credit_card,1
39,55.19,1,month-to-month,credit_card,1
14,90.56,1,month-to-month,bank_transfer,1
32,72.16,1,two-year,bank_transfer,0
51,32.46,0,month-to-month,bank_transfer,0
38,116.14,0,month-to-month,bank_transfer,1
23,83.59,2,month-to-month,bank_transfer,1
63,96.59,2,month-to-month,electronic_check,1
15,27.92,2,one-year,electronic_check,1
25,24.71,0,month-to-month,credit_card,0
17,21.94,0,month-to-month,electronic_check,1
66,38.88,1,one-year,credit_card,0
53,61.44,1,month-to-month,electronic_check,1
51,113.58,0,month-to-month,bank_transfer,1
39,65.71,4,one-year,electronic_check,1
51,49.03,2,two-year,bank_transfer,0
70,76.19,1,month-to-month,electronic_check,1
6,31.19,1,month-to-month,bank_transfer,1
67,80.95,1,one-year,bank_transfer,0
7,76.84,0,one-year,credit_card,1
51,99.2,0,month-to-month,bank_transfer,1
42,118.67,0,month-to-month,credit_card,1
64,45.09,1,month-to-month,credit_card,0
15,70.97,0,one-year,electronic_check,1
29,110.89,4,month-to-month,electronic_check,1
33,98.52,0,two-year,electronic_check,1
27,68.74,1,one-year,electronic_check,1
36,114.54,2,one-year,bank_transfer,1
29,25.72,2,two-year,credit_card,0
38,113.1,2,month-to-month,bank_transfer,1
57,25.05,1,month-to-month,credit_card,0
27,74.73,4,month-to-month,electronic_check,1
55,109.04,3,month-to-month,electronic_check,1
33,46.27,0,month-to-month,credit_card,0
68,67.22,1,month-to-month,electronic_check,0
66,52.43,1,two-year,credit_card,0
10,115.21,1,one-year,electronic_check,1
5,102.36,4,two-year,credit_card,1
38,90.9,0,month-to-month,credit_card,1
13,78.76,4,one-year,bank_transfer,1
31,102.06,0,month-to-month,credit_card,1
47,59.23,2,month-to-month,electronic_check,0
52,64.76,1,one-year,electronic_check,1
56,93.0,1,month-to-month,electronic_check,1
15,55.78,3,one-year,electronic_check,0
29,26.39,1,month-to-month,bank_transfer,1
8,27.43,2,month-to-month,credit_card,0
5,31.54,0,month-to-month,electronic_check,1
29,106.97,0,two-year,credit_card,1
47,67.22,1,month-to-month,credit_card,1
68,91.29,4,one-year,credit_card,1
45,59.29,4,month-to-month,credit_card,0
2,45.87,1,month-to-month,credit_card,0
27,54.72,1,one-year,bank_transfer,0
36,99.42,1,month-to-month,bank_transfer,1
36,82.52,3,month-to-month,bank_transfer,1
26,113.76,0,month-to-month,electronic_check,1
43,87.97,0,two-year,electronic_check,1
27,77.02,2,month-to-month,bank_transfer,1
69,81.02,3,month-to-month,electronic_check,0
20,114.24,0,month-to-month,credit_card,1
11,98.82,1,month-to-month,bank_transfer,1
38,22.4,1,month-to-month,electronic_check,0
6,73.41,0,month-to-month,electronic_check,1
23,88.83,4,month-to-month,bank_transfer,1
47,94.87,0,month-to-month,electronic_check,1
46,41.31,0,two-year,electronic_check,0
12,106.72,1,month-to-month,credit_card,1
13,115.58,0,month-to-month,electronic_check,1
62,43.67,1,month-to-month,bank_transfer,0
60,108.26,1,month-to-month,electronic_check,1
43,29.7,1,one-year,credit_card,0
68,25.57,1,month-to-month,bank_transfer,0
5,32.92,2,month-to-month,bank_transfer,1
37,25.77,2,month-to-month,credit_card,1
31,104.5,0,month-to-month,bank_transfer,1
9,25.91,0,two-year,electronic_check,0
51,47.17,0,month-to-month,bank_transfer,0
29,30.38,0,month-to-month,electronic_check,0
40,49.54,4,month-to-month,bank_transfer,1
41,29.06,1,one-year,bank_transfer,0
11,86.8,2,month-to-month,credit_card,1
23,33.33,1,month-to-month,electronic_check,1
1,105.18,0,month-to-month,electronic_check,1
46,101.72,2,month-to-month,credit_card,1
21,21.37,1,month-to-month,credit_card,1
36,109.57,0,month-to-month,credit_card,1
54,22.89,2,one-year,bank_transfer,0
57,43.96,2,two-year,electronic_check,1
1,23.24,0,one-year,credit_card,0
63,53.58,1,month-to-month,electronic_check,0
54,71.39,2,one-year,electronic_check,0
55,99.66,0,one-year,electronic_check,1
40,53.8,1,two-year,bank_transfer,1
15,90.55,3,one-year,electronic_check,1
21,38.75,5,one-year,credit_card,1
47,95.06,2,month-to-month,electronic_check,1
53,43.6,0,month-to-month,electronic_check,0
9,34.35,1,month-to-month,bank_transfer,1
52,38.54,2,month-to-month,electronic_check,0
57,38.21,2,month-to-month,credit_card,0
26,71.29,3,month-to-month,credit_card,1
41,104.48,2,one-year,electronic_check,1
35,27.96,3,two-year,credit_card,0
63,90.7,4,month-to-month,bank_transfer,1
25,85.43,2,month-to-month,bank_transfer,1
38,107.25,0,two-year,credit_card,1
2,44.41,1,two-year,credit_card,1
7,65.01,0,month-to-month,electronic_check,1
34,112.58,0,month-to-month,electronic_check,1
17,86.0,1,month-to-month,bank_transfer,0
43,58.88,2,month-to-month,electronic_check,0
59,33.14,1,two-year,electronic_check,0
51,46.25,3,one-year,bank_transfer,0
54,78.12,3,month-to-month,credit_card,1
24,91.82,2,two-year,electronic_check,1
25,32.44,0,one-year,electronic_check,0
71,79.96,3,two-year,credit_card,0
52,75.04,1,two-year,electronic_check,1
70,71.4,3,month-to-month,credit_card,1
33,89.01,3,month-to-month,credit_card,1
49,103.74,2,month-to-month,credit_card,1
29,52.3,1,two-year,bank_transfer,1
63,108.9,2,two-year,electronic_check,1
22,36.06,0,one-year,electronic_check,1
26,37.3,3,month-to-month,credit_card,1
28,46.68,1,month-to-month,credit_card,0
49,31.95,1,one-year,electronic_check,0
71,43.03,1,one-year,electronic_check,0
49,30.64,5,month-to-month,credit_card,1
20,102.18,2,month-to-month,electronic_check,1
63,33.9,0,one-year,electronic_check,0
61,94.73,2,two-year,credit_card,0
49,24.79,1,month-to-month,electronic_check,1
71,114.85,1,month-to-month,electronic_check,1
1,91.12,4,one-year,bank_transfer,1
13,20.68,4,two-year,credit_card,0
51,96.39,1,month-to-month,electronic_check,1
56,71.41,3,month-to-month,bank_transfer,1
62,97.94,4,month-to-month,bank_transfer,1
32,72.25,3,month-to-month,bank_transfer,1
30,84.1,1,month-to-month,electronic_check,1
29,98.63,1,one-year,electronic_check,1
49,60.51,2,month-to-month,bank_transfer,1
45,20.27,0,one-year,credit_card,0
30,104.99,1,month-to-month,credit_card,1
16,58.09,1,month-to-month,credit_card,1
40,69.6,4,month-to-month,credit_card,1
19,20.78,1,month-to-month,electronic_check,0
18,69.21,1,month-to-month,credit_card,1
1,118.65,1,two-year,credit_card,1
47,47.83,1,month-to-month,bank_transfer,0
66,59.54,3,month-to-month,electronic_check,1
38,88.72,1,one-year,bank_transfer,1
51,101.48,4,two-year,bank_transfer,1
63,61.74,0,month-to-month,electronic_check,0
4,50.97,4,month-to-month,bank_transfer,1
1,113.78,0,one-year,credit_card,1
8,87.71,0,month-to-month,credit_card,1
29,31.9,0,one-year,electronic_check,0
55,26.89,1,month-to-month,electronic_check,0
3,68.35,2,two-year,bank_transfer,1
32,42.01,0,month-to-month,credit_card,1
10,45.4,0,two-year,bank_transfer,0
34,107.77,2,month-to-month,credit_card,1
55,28.96,3,two-year,electronic_check,0
32,91.54,3,month-to-month,bank_transfer,1
50,47.11,5,month-to-month,credit_card,0
7,96.03,0,month-to-month,bank_transfer,1
8,92.24,1,two-year,credit_card,1
65,20.74,1,month-to-month,bank_transfer,0
57,70.91,0,month-to-month,credit_card,0
67,33.93,1,month-to-month,electronic_check,0
59,106.62,0,two-year,electronic_check,0
54,107.16,1,month-to-month,electronic_check,1
67,61.83,0,month-to-month,bank_transfer,0
51,64.44,3,two-year,electronic_check,0
8,50.33,2,two-year,credit_card,0
34,91.66,0,month-to-month,credit_card,1
35,55.87,0,two-year,bank_transfer,0
32,46.78,4,month-to-month,electronic_check,1
46,63.22,2,month-to-month,credit_card,0
16,29.15,2,two-year,bank_transfer,0
68,94.66,2,one-year,credit_card,0
37,21.26,0,month-to-month,credit_card,0
54,84.45,3,month-to-month,credit_card,1
14,38.29,0,month-to-month,bank_transfer,0
55,43.24,2,one-year,credit_card,0
48,83.56,3,two-year,bank_transfer,1
7,119.29,0,month-to-month,bank_transfer,1
7,97.77,3,two-year,bank_transfer,1
33,42.58,0,month-to-month,bank_transfer,0
23,37.6,3,one-year,bank_transfer,0
19,106.62,4,month-to-month,credit_card,1
19,64.42,0,one-year,electronic_check,1
36,33.71,0,month-to-month,bank_transfer,0
29,106.22,3,two-year,credit_card,1
60,101.61,2,month-to-month,credit_card,1
2,118.39,2,month-to-month,electronic_check,1
1,110.97,2,two-year,credit_card,1
47,105.18,2,month-to-month,credit_card,1
69,25.26,2,month-to-month,bank_transfer,0
20,30.44,1,month-to-month,credit_card,0
11,76.9,2,two-year,bank_transfer,1
2,73.15,1,month-to-month,credit_card,1
67,65.8,1,month-to-month,bank_transfer,0
12,59.68,0,month-to-month,electronic_check,0
20,63.12,2,two-year,bank_transfer,1
5,76.93,0,month-to-month,bank_transfer,1
37,20.21,0,month-to-month,electronic_check,0
38,46.07,3,one-year,credit_card,1
9,71.83,4,month-to-month,electronic_check,1
53,92.22,0,month-to-month,bank_transfer,1
44,37.42,3,two-year,bank_transfer,0
24,74.69,1,month-to-month,credit_card,1
30,91.45,1,one-year,credit_card,1
59,64.46,0,two-year,credit_card,0
14,22.71,1,month-to-month,credit_card,0
9,64.93,0,month-to-month,bank_transfer,1
40,49.64,0,two-year,credit_card,1
66,112.96,0,one-year,electronic_check,1
25,32.46,0,month-to-month,credit_card,1
22,85.25,2,month-to-month,electronic_check,1
4,25.27,2,one-year,credit_card,0
26,64.62,1,month-to-month,electronic_check,1
58,75.4,3,month-to-month,electronic_check,1
29,49.8,2,two-year,electronic_check,0
37,65.51,2,month-to-month,electronic_check,0
70,36.36,0,two-year,bank_transfer,0
18,50.41,1,one-year,bank_transfer,0
42,82.11,0,month-to-month,credit_card,0
41,50.18,1,one-year,electronic_check,1
38,109.97,3,month-to-month,electronic_check,1
34,82.84,2,month-to-month,credit_card,1
17,63.86,2,month-to-month,electronic_check,1
37,23.88,1,one-year,credit_card,0
25,69.95,0,one-year,bank_transfer,0
27,96.48,0,two-year,bank_transfer,1
57,46.56,2,two-year,electronic_check,0
31,100.68,6,month-to-month,electronic_check,1
6,45.18,1,one-year,credit_card,1
40,102.37,2,month-to-month,bank_transfer,1
12,28.53,2,month-to-month,credit_card,0
53,106.62,1,month-to-month,bank_transfer,1
71,69.92,1,one-year,credit_card,0
10,49.65,1,month-to-month,credit_card,1
45,46.51,1,month-to-month,electronic_check,1
17,63.2,2,month-to-month,credit_card,1
26,119.9,1,month-to-month,electronic_check,1
62,42.03,1,two-year,bank_transfer,0
46,30.32,0,two-year,credit_card,0
64,78.5,2,one-year,bank_transfer,0
2,68.85,2,one-year,electronic_check,1
54,72.42,0,one-year,bank_transfer,0
65,86.69,1,one-year,credit_card,0
51,46.71,4,one-year,credit_card,0
53,111.07,1,month-to-month,credit_card,1
36,63.57,1,month-to-month,electronic_check,0
26,32.91,1,month-to-month,credit_card,0
29,94.23,3,month-to-month,credit_card,1
21,84.31,2,month-to-month,electronic_check,1
11,51.57,2,one-year,electronic_check,1
40,82.15,1,one-year,credit_card,1
11,41.99,0,month-to-month,credit_card,1
36,64.48,0,month-to-month,electronic_check,1
59,109.94,1,one-year,credit_card,0
39,33.35,1,month-to-month,bank_transfer,1
54,58.67,1,month-to-month,credit_card,1
55,102.11,3,two-year,bank_transfer,1
24,116.95,2,month-to-month,bank_transfer,1
22,65.39,4,two-year,electronic_check,1
69,70.7,1,two-year,credit_card,0
56,77.22,1,two-year,bank_transfer,1
33,113.23,7,month-to-month,credit_card,1
36,105.82,0,month-to-month,electronic_check,1
20,37.06,8,month-to-month,credit_card,1
62,63.68,3,month-to-month,bank_transfer,1
26,66.4,0,month-to-month,electronic_check,1
66,98.91,0,one-year,electronic_check,0
40,80.29,2,two-year,electronic_check,1
17,85.42,0,two-year,credit_card,1
1,119.82,1,month-to-month,bank_transfer,1
61,27.5,1,one-year,electronic_check,0
43,42.3,1,month-to-month,electronic_check,0
42,60.79,1,month-to-month,bank_transfer,1
25,54.78,1,two-year,electronic_check,0
39,22.16,0,month-to-month,bank_transfer,0
35,29.18,1,month-to-month,bank_transfer,0
3,88.1,0,two-year,bank_transfer,0
44,107.93,2,month-to-month,bank_transfer,1
51,71.42,1,two-year,electronic_check,0
12,73.92,1,month-to-month,electronic_check,1
19,45.51,1,two-year,credit_card,0
44,96.79,2,month-to-month,credit_card,1
59,95.18,1,month-to-month,bank_transfer,0
49,78.84,2,month-to-month,electronic_check,1
61,41.27,1,one-year,bank_transfer,0
17,29.7,2,two-year,credit_card,0
57,26.42,3,one-year,bank_transfer,0
55,79.27,1,two-year,credit_card,0
47,102.5,2,two-year,electronic_check,1
12,105.83,0,month-to-month,credit_card,1
62,66.36,3,one-year,bank_transfer,0
8,98.43,2,month-to-month,bank_transfer,1
21,114.69,0,month-to-month,bank_transfer,1
70,47.52,5,month-to-month,bank_transfer,0
25,59.8,3,month-to-month,credit_card,1
12,113.15,2,one-year,credit_card,1
15,53.82,2,month-to-month,electronic_check,1
59,111.39,2,one-year,bank_transfer,0
